id,cs,texto
499,1,"La pandemia de #coronavirus ha cambiado los riesgos y beneficios en el tratamiento del cáncer"""" de acuerdo a un estudio científico. ?? https://t.co/4arXe5TN7t"
500,1,"Cerca del 90% de contagiados de coronavirus ha superado la enfermedad"""" dice el Ministro de Salud ? https://t.co/cozN7yjvI3 https://t.co/zPzoqFjKez"
501,0,Todos esos rateros que han robado a costa del dolor de muchos con el pretexto del #Covid_19 cuando sintieron el temblor han de haber temblado y pedido perdón por sus pecados. Si se arrepienten talvez Dios los perdone pero acá pagarán tras las rejas. #Ecuador #SISMO #coronavirus
502,0,"Tras 75 días de aislamiento"""" por pertenecer a un grupo vulnerable ante el covid-19"""" el presidente Lenín Moreno retomó sus actividades oficiales. El primer mandatario"""" de 67 años"""" arribó a Guayaquil"""" hoy. https://t.co/B8VlcXsv5v ? El Comercio https://t.co/0gUMJGEW5r"
503,0,Usó al villano Thanos como el Covid-19 https://t.co/8oGxvt9dtq https://t.co/4LPpY3dYKe
504,0,"#DíaDelNiño - Los pequeños del hogar celebran este 1 de junio de 2020 el Día Internacional del Niño"""" confinados en sus hogares por las medidas de seguridad contra el #Covid_19  ¿Qué desean los niños en su día?? https://t.co/e3en3nII2j https://t.co/YtGjp9yeky"
505,0,#Sucesos #HUAQUILLAS HUAQUILLAS.- La curva descendente de infecciones por coronavirus ha dado un giro tras detectarse importantes focos de contagio en dos sectores de Huaquillas. Leer más https://t.co/5nT2NSia0o https://t.co/Du1xuqNHJY
506,0,"¿La muerte de George Floyd en manos de la policía estará relacionado con el mayoritario deceso de hispanos y negros por COVID 19 en USA al no tener acceso al sistema privado de salud?  Cierto"""" quien gobierna ese país dijo que para eliminar el coronavirus basta ingerir detergente"
507,0,"Al padre de Paula no le dijeron que su hija había sido asesinada"""" sino que murió de covid-19. Como ella"""" cientos de niñas y niños han sido víctimas de una amenaza que puede ser tan o más letal que el coronavirus: la violencia intrafamiliar.   #DíaDelNiño  https://t.co/mSArPafSFK"
508,0,"@DrJuanCZevallos #Coronavirus | En #Ecuador"""" 152 cantones se mantienen en semáforo rojo. 72 han decidido cambiar a amarillo y solo uno ha pasado a verde. » https://t.co/nwhc5lPvJx #COVID_19"
509,0,Coronavirus: La indisciplina ciudadana puede provocar el rebrote del COVID-19 https://t.co/ubwiDWbEwc
510,0,Especialista en enfermedades infecciosas nos habla sobre el coronavirus https://t.co/a5xcHQAsDn
511,0,La OMS muestra especial preocupación por aumento de casos de Covid-19 en Latinoamérica https://t.co/7BEHJ1aLBw
512,0,"Protestas"""" hacking"""" incendios"""" crisis"""" corrupción"""" ovnis... todo lo peor que se puede imaginar"""" en medio de una pandemia mundial. #Anonymuos #Anonymous #coronavirus #Covid_19 https://t.co/SMWQD5K9LI"
513,0,"Científicos chinos aseguraron que tienen 3 virus similares al #Covid_19 en un laboratorio. Eso justifica los rebrotes en los países donde ya pasó la pandemia"""" son nuevas cepas que envian"""" lo peor está por venir...La guerra biológica mundial ha comenzado. #VirusChino #coronavirus"
514,0,"#QuedateEnCasa   #YoMeQuedoEnCasa En el feliz #DiaDelNiñoYDeLaNiña recordemos los riesgos de visitar a los abuelitos en época de pandemia de #coronavirus y de #Covid19. ¡A los abuelitos"""" llamémosles ! ¡La enfermedad COVID-19 es implacable con ellos ! https://t.co/bVpdeHKlZX"
515,0,"??Si tiene síntomas o dudas del # Coronavirus COVID-19"""" contacte con la línea de atención ciudadana al 148. No te automediques y permanecé en su domicilio    # QuedateEnCasa  # CuidarteEsCuidarnos https://t.co/q8ch7lsRv7"
516,0,Cuba envió más de 2300 médicos al extranjero para combatir COVID-19 - https://t.co/FJPNtIJtJC
517,0,Coronavirus: qué es la inmunidad cruzada y por qué puede ser clave en la lucha contra el covid-19 https://t.co/UrYZjv6Ejv
518,0,"??Si tiene síntomas o dudas del # Coronavirus COVID-19"""" contacte con la línea de atención ciudadana al 148. No te automediques y permanecé en su domicilio    # QuedateEnCasa  # CuidarteEsCuidarnos https://t.co/oEqX5pKq70"
519,0,"Aunque la Constitución prohíbe el trabajo infantil"""" la pobreza obliga a muchos niños salir en búsqueda de ingresos económicos. La Cepal (@cepal_onu) alerta que"""" por la crisis del #coronavirus"""" el trabajo infantil aumentará en Latinoamérica. » https://t.co/cexsn5pNZE #Covid_19"
520,0,Coronavirus: qué es la inmunidad cruzada y por qué puede ser clave en la lucha contra el covid-19 - https://t.co/6rxWY1rx8p https://t.co/4F9HnB5z2h
521,0,??#Nacionales | Familiares de médicos y enfermeras que han fallecido contagiados de Covid-19 en hospitales exigen al Estado ser indemnizados por daños y perjuicios. Los detalles ?  https://t.co/L8ip7mcZ3S
522,0,"??Si tiene síntomas o dudas del # Coronavirus COVID-19"""" contacte con la línea de atención ciudadana al 148. No te automediques y permanecé en su domicilio    # QuedateEnCasa  # CuidarteEsCuidarnos https://t.co/fjKUoIdAsp"
523,0,"'Junio y julio serán de máximo riesgo de contagio y muerte' de covid-19 en Bogotá"""" dice Alcaldesa colombiana » https://t.co/EiiL7VV2Bz https://t.co/GPUkBlVbKj"
524,0,Otra de las aristas: ... cuando las teorías de la conspiración 'secuestran' a amigos y familiares https://t.co/jLPeBIaAW2
525,0,Coordinador @MD_FranciscoPG y Directora Distrital @Ruthquin2 recorren el Centro de aislamiento temporal para pacientes #Covid_19. Constataron atención en CS #Samborondón y recorrieron el albergue que recibirá pacientes con problemas respiratorios o sospechosos de coronavirus. https://t.co/ziildPmuUQ
526,0,Coronavirus | De enfermedad respiratoria a multisistémica: cómo en pocas semanas cambió radicalmente lo que sabemos sobre la covid-19 https://t.co/NXLN0lQhoz
527,0,?? #ATENCIÓN | #Ecuador registra 3.358 decesos confirmados por coronavirus #Covid19 y otros 2.154 fallecidos con síntomas de la misma enfermedad &gt
528,0,México ya es el séptimo país con más muertes por #coronavirus  en el mundo  Más detalles ???? https://t.co/xRYOgCHKER
529,0,"Urgente: Luis Yánez"""" alcalde de #Pucará"""" #Azuay"""" confirma el primer caso de coronavirus o Covid-19 en este cantón. Hay preocupación en la población. https://t.co/HAlE3V2433"
530,0,#URGENTE | #COVID_19 Entérese quién es el primer #futbolista que #muere por #coronavirus.  https://t.co/1xzsVaxjOA
531,0,"La CIDH"""" expresa su muestra d alarma por la propagación d Covid-19 en pueblos indígenas amazónicos del Ecuador Kichwa"""" Waorani"""" Achuar"""" Shuar"""" Siekopai y Shiwiar"""" ya q se reguistra 185 casos positivos"""" 10 fallecidos x covid -19 y 3 muertes sospechosas. ?? https://t.co/mNt9F8N46n https://t.co/erKrs3otzy"
532,0,#Atención| Esta es la situación en el Ecuador por Covid-19 (#Coronavirus) según información oficial:  ?39.098 Casos confirmados ?50.462 Casos descartados ?3.900 Casos recuperados ? 3.358 Fallecidos ? 4.476 Alta Hospitalaria ? 11.216 Alta Epidemiológicas https://t.co/GMfCoOPpy8
533,0,"El presidente Donald Trump anuncia que EE.UU. “rompe su relación con la OMS” por gestión del coronavirus y anuncia """"""""redirección de fondos"""""""".  Acusa de favoritismo por China durante la gestión de la pandemia de Covid-19. https://t.co/aCi4z4paLW"
534,0,Fumadores y vapeadores tienen peor pronóstico frente al #coronavirus  Toda la información ????https://t.co/S9WG2s4M9C
535,0,#EMERGENCIA | #CORONAVIRUS 38.843 casos confirmados y 5.494 #muertes en el contexto de la pandemia por el #Covid_19 en Ecuador.  https://t.co/QTB8KpqhrO
536,0,?? #ATENCIÓN | #Ecuador registra 3.358 decesos confirmados por coronavirus #Covid19 y otros 2.154 fallecidos con síntomas de la misma enfermedad &gt
537,0,?? #ATENCIÓN | #Ecuador registra 3.358 decesos confirmados por coronavirus #Covid19 y otros 2.154 fallecidos con síntomas de la misma enfermedad &gt
538,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/Nhcc4jI7pg"
539,0,"#CORONAVIRUS #ECUADOR  Ecuador registra hasta las 8h00 de hoy domingo 31 de mayo del 2020"""" 38 843 casos de contagios de covid-19 y 5 494 fallecidos en el contexto de la pandemia: 3 346 por la afectación del nuevo coronavirus y otras 2 148 por sospecha de la enfermedad. https://t.co/QEDG9P4s3o"
540,0,Manta quiere evitar contagios comunitarios y realiza pruebas PCR de covid-19 en diferentes sectores de la ciudad.  https://t.co/M9KRm926aA https://t.co/ShmvlpscyU
541,0,"La teleducación ha obligado a que los maestros utilicen nuevas estrategias de pedagogía para captar la atención de sus estudiantes"""" sobre todo de los más pequeños. » https://t.co/6P2yRrDdE6 #Covid_19"
542,0,Durante la emergencia sanitaria las niñas y los niños pueden estar más expuestos a violencia física y psicológica. La respuesta al COVID-19 debe contar con la dimensión de género.  #MantenteSegura #RespuestaCOVID?19 #coronavirus #RespuestaFeminista https://t.co/sVgYiAdKIV
543,0,"Aunque todavía no podemos saber a ciencia cierta la relación entre la nicotina y el coronavirus"""" lo que sí tenemos claro es que el consumo de tabaco genera que las personas sean más propensas a padecer patologías respiratorias y puede incrementar la gravedad del COVID-19. https://t.co/UPbopbXUSc"
544,0,Covid-19 en Ecuador: 38 571 casos confirmados y 5 463 muertes en el contexto de la pandemia | El Comercio https://t.co/lpGJmLu01i
545,0,La apuesta es tu vida sino te cuidas /“Estamos jugándonos una lotería con esta infección”: experto frente a situación actual del #COVID_19 &gt
546,0,Cuidado... Las noticias falsas tienen el potencial de causar daños incluso mayores que la misma enfermedad. https://t.co/jiOcRzGeyX
547,0,?? #Sabías que 1 de cada 3 mujeres en América Latina y el Caribe ha padecido violencia física y/o sexual?  Las medidas de aislamiento debido al COVID-19 pueden aumentar los riesgos de violencia contra las mujeres y las niñas.  #RespuestaCOVID?19 #coronavirus #COVID https://t.co/EYlgdqKn95
548,0,"#Hoy| Luis Yánez"""" alcalde de #Pucará"""" #Azuay"""" confirma el primer caso de coronavirus o Covid-19 en este cantón. Hay preocupación en la población. https://t.co/spiM0w5Luw"
549,0,"?? #ATENCIÓN | El número de fallecidos por coronavirus ascendió a 3.334 en Ecuador"""" donde la cifra de contagios confirmados totaliza 38.571"""" es decir 100 casos en las últimas 24 horas.  ? 2.129 fallecidos probables por COVID-19. ?? En Tungurahua hay 68 muertos y 454 contagios. https://t.co/NYdpBmE7J7"
550,0,"El mundo entero demostró no estar preparado para enfrentar la pandemia del Coronavirus Covid-19 pero en Ecuador insisten en iniciar clases progresivamente sin descartar un rebrote. Nadie morirá por suspender sus estudios un año"""" lo contrario"""" será un suicidio"
551,0,"#WVEenMedios @revistavistazo """"""""...hasta 85 millones de niños y niñas podrían ser víctimas de violencia física"""" emocional y sexual en los próximos tres meses..."""""""" #COVID19 #coronavirus ?? #CoronavirusEcuador ?? https://t.co/tFvlWmBbOO"
552,0,"Desde hace aproximadamente una semana"""" el número de nuevos casos diarios por #coronavirus se ha estabilizado en torno a los 100.000"""" y el de muertos supera los 4.000 por jornada. » https://t.co/ufoVyDroxM #Covid_19"
553,0,Con semáforo en amarillo casi toda la industria de #Cuenca se reactiva para salir de su stock ? https://t.co/ls5dywBARl https://t.co/iCu0wH8GmI
554,0,"El tenor italiano Andrea Bocelli tuvo #coronavirus"""" pero solo padeció síntomas leves"""" al igual que su esposa y dos de sus hijos.  » https://t.co/r7Ge3rw4Vp #Covid_19"
555,0,#EMERGENCIA | #COVID_19 Rusia desarrolla #vacuna nasal contra el #coronavirus. En julio se harán ensayos clínicos.  https://t.co/5Mh25ImxtG
556,0,al maldito hay que quemarlo con eucalipto #Covid_19 #coronavirus #coronavirusenecuador https://t.co/FBlK4SVy3Y
557,0,La desinformación puede generar caos durante una situación de emergencia. @worldvisionEC comparte los siguientes tips para identificar noticias falsas o #FakeNews?? ¡Twittea! #QuédateEnCasa?? #NiñezTiernamenteProtegida ?? #CrianzaConTernura en tiempos de COVID-19  #Coronavirus?? https://t.co/boeYx3PoRl
558,0,"#AnálisisdeCoyuntura ????  La emergencia sanitaria por el #SARSCoV2 ha revelado los problemas estructurales del sistema de salud en #Colombia"""" como lo explica el médico e investigador colombiano Manuel Vega: https://t.co/AbzRwo1X0D  #Covid_19 #Coronavirus https://t.co/KZ3yqYEi4K"
559,0,La investigación se realizó en un crucero con 132 infectados con #COVID19 de los cuales el 80% no presentaron síntomas. https://t.co/IwEpYouem0
560,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/ZrYLTKBepj"
561,0,Identifican dos antiinflamatorios que inhiben la replicación del virus del COVID-19. ? https://t.co/Eamis39lvP https://t.co/ITfXD4T0he
562,0,#MásLeídas: La investigación se realizó en un crucero con 132 infectados con COVID-19 de los cuales el 80% no presentaron síntomas. https://t.co/NKWcPDV1F8
563,0,"El presidente de Estados Unidos"""" Donald Trump"""" dijo que termina la relación del país con la OMS"""" por su manejo del #coronavirus. Además"""" sostuvo que esa entidad se había convertido esencialmente en un títere de China. » https://t.co/y9MVuQaUYw #Covid_19"
564,0,"¿Por qué #Durán"""" teniendo menos infectados de #coronavirus que #Guayaquil"""" tardó más en cambiar al semáforo amarillo? ? https://t.co/0WAkCKjhDt https://t.co/sJRrYGjvzO"
565,0,Científicos de la Universidad Rovira i Virgili (URV) de Barcelona descubrieron dos fármacos anti inflamatorios que podrían ser el comienzo para crear la vacuna contra el covid-19. https://t.co/mGD8oAOHrE ? Telégrafo https://t.co/EtPDvHOkrS
566,0,BBC News Mundo - Coronavirus: el mapa que muestra el número de infectados y muertos en el mundo por covid-19 https://t.co/D1cu98acMr
567,0,#LatamChequea ¡#PILAS! El SARS-COV-2 es el nombre del virus causante de la enfermedad COVID-19. Los coronavirus son una extensa familia que pueden causar patologías en animales y seres humanos. #NoComasCuento y revisa: https://t.co/a7TOIqpAZV https://t.co/7O1pLEbyTW
568,0,BBC News Mundo - Coronavirus: Corea del Sur cierra cientos de escuelas recién abiertas tras nuevos brotes de covid-19 https://t.co/xc53uP57vh  Aprendamos de las situaciones de otros para no caer en el mismo error. @lenin
569,0,#29May #SOSVenezuela @SecPompeo #QuedateEnTuCasa #coronavirus #Covid_19 #COVID?19  ¿PORQUÉ SE COMENZARA A DISMINUIR LA CUARENTENA EN VENEZUELA? @ElNacionalWeb @ReutersVzla @AP_Noticias @Diego_Arria @ResisTemplario @CNNEE https://t.co/B7hUVMCl1q
570,0,La Secretaría de Salud de México informó el viernes en la tarde que el país alcanzó los 84.627 casos confirmados de coronavirus y 9.415 fallecimientos como consecuencia de la enfermedad covid-19. https://t.co/uvfmoxL4lP
571,0,?? #Nacionales | Familiares de médicos y enfermeras que han fallecido contagiados de Covid-19 en hospitales exigen al Estado ser indemnizados por daños y perjuicios. Los detalles ? https://t.co/L8ip7mcZ3S
572,0,"Coronavirus: Qué es un virus endémico"""" en lo que se podría convertir el que causa la covid-19 (y qué ejemplos hay en el mundo) | ElUniverso https://t.co/rVY05jwOZS https://t.co/gMocSB6ykd"
573,0,"En una ciudad de India"""" un grupo de monos se llevaron tres pruebas serológicas para detectar #COVID19"""" lo que provocó el temor de que los primates contribuyan a la propagación del virus. ?? https://t.co/LNf500YVoJ"
574,0,"#ATENCIÓN | En #Ecuador"""" 3.334 personas han fallecido por #coronavirus. Hay 2.129 fallecidos probables y se ha dado el alta hospitalaria a 4.269 personas. » https://t.co/ZG8aKRdXOc #Covid_19 https://t.co/SOsdTa2nhM"
575,0,Nada como una deliciosa hamburguesa para culminar la semana ?????? ¡Algo que nunca falla! . . . #PepiDog #ElChamoPepiDog #Ecuador #Daule #Hamburguesa #ComidaRapida #COVID-19 #Cuarentena #Coronavirus #Antojo https://t.co/b3Zh1Ye3Ou
576,0,Covid-19 en Ecuador: 38 571 casos confirmados y 5 463 muertes en el contexto de la pandemia https://t.co/B1v8I6DzrE
577,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/hRqBHAs61t"
578,0,#Covid_19 #coronavirus #EmergenzaCOVID19 #DerechosHumanos NO LES IMPORTÓ  #ecuadorenemergencia ni los #muerto . Los #sobreprecio #MascarillasCOVID19 #funda . https://t.co/TpC10VOdeM
579,0,"Artículo del Washington Post:  A medida que el número de muertos en Estados Unidos por el coronavirus llegó a 100""""000"""" algunos expertos dicen que hay una buena posibilidad de que el virus nunca desaparezca #Covid_19 https://t.co/VpeeFEMbkT"
580,0,"Sigue estas instrucciones para evitar la contaminación de tu hogar con el virus COVID-19 ??  Define tres áreas adjuntas"""" si es posible marca cada área con cinta de color   #coronavirus #covid19 #salud #higiene #normas #areas #medicina #quedatencasa https://t.co/4HkyPAWguE"
581,0,"#Urgente?? Ascienden a 396 las personas que han dado positivo al #Covid_19 en la provincia de Chimborazo"""" en #Riobamba ya son 260 personas contagiadas del Coronavirus."
582,0,Toda la información sobre la emergencia sanitaria por el #Covid_19 en nuestro sitio dedicado a la cobertura del coronavirus.  https://t.co/BDvJ4G2oKZ
583,0,"#WQNoticias / Un brote de coronavirus COVID-19 fue controlado en la cárcel de Ambato"""" donde un 70% de los 620 presos se contagió. Este viernes 29 de mayo el director del Servicio de Rehabilitación Social. https://t.co/LZy2QVy0Xb https://t.co/PFTRGLR7tj"
584,0,#COVID-19 Más de 355.000 muertos ha dejado el coronavirus en el mundo - https://t.co/3OdLoSObKT https://t.co/QRxW5zAVAB
585,0,Ecuador registra 3313 muertos por coronavirus y 2136 fallecidos probables por COVID-19-&gt
586,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/ovINAudAHk"
587,0,Los científicos encontraron un alto riesgo de infección grave por #coronavirus entre aquellas personas de ascendencia europea que portaban dos copias defectuosas del gen APOE e4e4. https://t.co/jnc8Ea5mfJ
588,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos"
589,0,América Latina y el Caribe es la región donde la COVID-19 mata más personas cada día. https://t.co/VktHZPyOVR
590,0,"La lucha contra la covid-19 ha obligado a dejar en el pasado los besos y abrazos"""" pero el cantante fue filmado evadiendo las medidas frente a la pandemia. VEA EL #VIDEO: https://t.co/I1CvwmHZno"
591,0,Coronavirus e información: un niño de 5 años ciego y otros trágicos casos de los efectos de la desinformación sobre el covid-19 https://t.co/4dduc8n6vp https://t.co/nMHlaMPCOJ
592,0,Coronavirus: La segunda ola de la gripe española fue más letal que la primera: así sucedería con el Covid-19 https://t.co/jKVKOCt0uN vía @elespanolcom
593,0,"""COVID-19: ONU afirma que se podría provocar una """"""""pandemia de hambre"""""""" en Latinoamérica"""""""" #Coronavirus https://t.co/S0lHOreGE8"
594,0,Identifican dos antiinflamatorios que inhiben la replicación del virus del COVID-19  https://t.co/9yR5DOOTNy
595,0,BBC News Mundo - Coronavirus en Ecuador | El inédito y cuestionado plan de emergencia económica del país contra la crisis del covid-19 https://t.co/Rh0oMHENqq
596,0,El alcalde de Portoviejo dice que las terapias intensivas de los hospitales de Portoviejo están llenas por la crisis sanitarias del coronavirus. Vía: @eldiarioec https://t.co/G9KbSOw3hj
597,0,"#Másleídas: La investigación indica que """"""""no tiene ningún sentido dado que el coronavirus no se puede reproducir sin invadir células humanas"""""""". https://t.co/zEBxee9JFs"
598,0,"?? #ATENCIÓN | El número de fallecidos por coronavirus ascendió a 3.313 en Ecuador"""" donde la cifra de contagios confirmados totaliza 38.471"""" es decir 368 casos en las últimas 24 horas.  ? 2.136 fallecidos probables por COVID-19. ?? Tungurahua hay 68 muertos y 452 contagios. https://t.co/aXFh89gdhv"
599,0,"En su reporte del jueves 28"""" las autoridades sanitarias informaron que el país suramericano registró 19 decesos en un día y ya suma 822 muertes desde el inicio de la pandemia del coronavirus. Mientras tanto"""" se suman 6.665 pacientes recuperados de la enfermedad covid-19."
600,0,La investigación se realizó en un crucero con 132 infectados con #COVID19 de los cuales el 80% no presentaron síntomas. ?? https://t.co/IwEpYouem0
601,0,"Coronavirus: Qué es un virus endémico"""" en lo que se podría convertir el que causa la covid-19 (y qué ejemplos hay en el mundo) ? https://t.co/FW2DypeSOI https://t.co/InJPV8ZNxG"
602,0,"#Paraguay: el país con el menor impacto del #coronavirus en Sudamérica y las claves de su éxito. La nación guaraní hasta ahora"""" solamente contabiliza 865 infectados y 11 muertes por COVID-19. https://t.co/hqLS1AKEb2"
603,0,#EMERGENCIA | #COVID_19 Más de 355.000 #muertos por #coronavirus en el mundo. Cifra sigue en aumento.  https://t.co/01DjAmcxOe
604,0,"La canciller alemana Angela Merkel llamó a actuar de inmediato frente a la pandemia del #coronavirus"""" al tiempo que advertía de los efectos a largo plazo sobre todo en África y el conjunto de los países en desarrollo. » https://t.co/Od5lpHEeUn #Covid_19"
605,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/p09FU5V2wj"
606,0,Emergencia Sanitaria en Ecuador entrega últimas cifras - 110812 total de muestras  - 38471 casos positivos  - 49240 casos descartados  - 3700 casos recuperados  - 4220 alta hospitalaria  - 3313 fallecidos #Covid_19  - 2136 fallecidos sospecha #coronavirus https://t.co/nmxdwWnE1L
607,0,#ATENCIÓN | Hoy en #Ecuador hay 3.700 personas que se han recuperado del #coronavirus. Se ha descartado que 49.240 estén contagiadas y se ha dado el alta hospitalaria a 4.220 personas. » https://t.co/O1Bbd6SSzN #covid_19 https://t.co/EFtY0wl7Vx
608,0,"El COVID-19 no es un virus"""" es un exosoma influido por la contaminación electromagnética https://t.co/iTGs1bOjCk vía @quieroauditoria"
609,0,"#MUNDO | El coronavirus #Covid19 dejó inservibles los pulmones de un joven italiano de 18 años"""" quien ya recibió un doble trasplante &gt"
610,0,"#MUNDO | El coronavirus #Covid19 dejó inservibles los pulmones de un joven italiano de 18 años"""" quien ya recibió un doble trasplante &gt"
611,0,"#MUNDO | El coronavirus #Covid19 dejó inservibles los pulmones de un joven italiano de 18 años"""" quien ya recibió un doble trasplante &gt"
612,0,Situación del #Covid_19 a nivel mundial. Los casos se acercan a los seis millones.  #Coronavirus #QuédateEnCasa https://t.co/Lp1bhnKit1
613,0,".Troy Deeney"""" capitán del Watford ??????????????denuncia amenazas a su hijo de cinco meses por negarse a entrenar debido al temor por el #Covid_19   ???""""""""He visto comentarios respecto a mi hijo en los que la gente dice """"""""Espero que tu hijo coja #coronavirus"""""""". Esa es la parte más dura para mí"""""""". https://t.co/gtkOGV9DfF"
614,0,Nuevo brote de casos de COVID-19 amenaza con una segunda ola de infección en Corea del Sur.  https://t.co/A39W6Dr39F https://t.co/3ueQUfpAYL
615,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/FbDP0s259a"
616,0,#URGENTE | #COVID_19 #Pescadores de #Manabí con coronavirus reciben atención en Tahití.  https://t.co/j9dtchHXMO
617,0,Pacientes con enfermedad renal crónica (ERC) son un grupo vulnerable en medio de esta crisis sanitaria causada por el Covid-19.  Lee la nota completa en  ???? https://t.co/94d7JrbJTV . . . . . #LaHoraSD #LoQueNecesitasSaber #Noticias #SantoDomingo #Ecuador https://t.co/X095G1xrsf
618,0,Ecuador registra 3275 muertos por coronavirus y 2144 fallecidos probables por COVID-19-&gt
619,0,"A la sombra de Brasil"""" Uruguay contiene el covid-19 con una de las cifras más bajas de la región https://t.co/fJK3OEibZs"
620,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/T4EYVHkU7h"
621,0,@ernestosamperp Y que el autoritarismo y socialismo tampoco son el camino lo prueban todas las cifras maquilladas de muertos en #China por #coronavirus #COVID__19 y la destruccion total de #Venezuela convertida ahora en el narcoestado que alguna vez Pablo
622,0,El Sr presidente en su entrevista con el #Covid_19 preguntándole: ¿hasta cuando se quedará? Además  contándole sus secretos para que no lo ataque.  #TuiteandoComoLenin #coronavirus https://t.co/HnwKvGZahy
623,0,"EE.UU. supera los 100 000 muertos por covid-19"""" según Johns Hopkins | El Comercio https://t.co/da86zkn2n8"
624,0,"Señor Alcalde @LoroHomero usted sabrá acaso porqué @teleamazonasec quiere desprestigiar su imagen? Me parece inaudito las """"""""noticias"""""""" que ofrecen a #Ecuador en su contra!! Terrible el actuar de """"""""ciertos"""""""" medios de comunicación! #coronavirus #Covid_19 @soyfdelrincon @CNNEE"
625,0,"???? #Ecuador"""" que reanudará los #vuelos locales y algunos internacionales el 1 de junio"""" mantendrá la prohibición de ingreso para aquellos provenientes de países con un alto #contagio de #coronavirus. #AFP @afpquito @AFPespanol https://t.co/KzaRHSmL0T https://t.co/TY7FVqjAr2"
626,0,"#Coronavirus: Cómo decirle a otra persona que mantenga su distancia o que se ponga la mascarilla"""" sin parecer irrespetuoso o agresivo ? https://t.co/FBUzyoUV7e https://t.co/IbqrlB5dj0"
627,0,".#27Mayo - #Italia???? ?? Ayuntamiento de Roma impondrá multas de 27 a 550 dólares a quienes arrojen a la vía pública cubrebocas o guantes que fueron utilizados frente a la pandemia del coronavirus (COVID-19)"""" ya que constituyen un daño al medio ambiente y un riesgo sanitario. https://t.co/nMgbdpQgda"
628,0,El ozono no sirve como desinfectante para el virus de la Covid-19 https://t.co/8EYTmpInHd
629,0,Ahora haz una pausa y piensa que no eres la única persona que está pasando por la situación de haber perdido el empleo ante la emergencia económica del coronavirus. Hay muchos en peor circunstancia  #Pérdidadeltrabajo #terapiaenred  #COVID__19
630,0,Brasil supera los 25 000 muertos de covid-19 https://t.co/epu7qxIdMo https://t.co/zTZSteTH6w
631,0,"Este miércoles"""" la Secretaría de Salud de México informó que el país registró 3.463 casos confirmados de coronavirus en las últimas 24 horas"""" así como 463 fallecimientos ocurridos a consecuencia de la enfermedad covid-19. https://t.co/yMWKzqHLyy"
632,0,"@ramirogarciaf Deberían protestar por las criminales acciones de votar basura"""" mascarillas"""" guantes usados"""" desechos de alimento en las calles. Gente cochina que ensucia con virus"""" bacterias"""" hongos la #CaritaDeDios #QuedateEnCasa #Covid_19 #CorreaV"
633,0,#Coronavirus | Brasil volvió a registrar más de 1.000 nuevas muertes por #Covid_19 y el total asciende a 25.599  ?? https://t.co/ZtZ1XxvMRf https://t.co/hwUCvQtxIb
634,0,"El coronavirus no solo es una crisis de salud"""" sino también"""" una crisis social y económica"""" pues está destruyendo puestos de trabajo . La pérdida del trabajo aumenta los indices de depresión"""" ansiedad y estrés   #Pérdidadeltrabajo #DesvinculaciónLaboral #terapiaenred  #COVID__19"
635,0,"El alcalde de Ambato"""" Dr. Javier Altamirano Sánchez"""" informó sobre la reanudación de los trabajos de reconstrucción en la avenida Indoamérica"""" sector de la quebrada Pisocucho"""" que se suspendieron ante la emergencia sanitaria por el coronavirus Covid-19. https://t.co/N0QERR7dpZ"
636,0,"?? #ATENCIÓN | El número de fallecidos por coronavirus ascendió a 3.221 en Ecuador"""" donde la cifra de contagios confirmados totaliza 37.656"""" es decir 301 casos en las últimas 24 horas. Además 2.055 fallecidos probables por COVID-19. En Tungurahua hay 60 muertos y 450 contagios. https://t.co/OAiSGVkNvR"
